time_sent,time_reply,bet,side,result,duration_ms
2025-11-01T03:43:20.366Z,2025-11-01T03:43:23.512Z,50000,h,loss,3146
2025-11-01T03:43:42.367Z,2025-11-01T03:43:45.690Z,50000,h,loss,3323
2025-11-01T03:44:01.380Z,2025-11-01T03:44:04.526Z,50000,h,loss,3146
2025-11-01T03:44:23.455Z,2025-11-01T03:44:26.554Z,50000,h,win,3099
2025-11-01T03:44:42.377Z,2025-11-01T03:44:45.553Z,100000,h,win,3176
2025-11-01T03:45:03.179Z,2025-11-01T03:45:07.053Z,50000,h,win,3874
2025-11-01T03:45:25.379Z,2025-11-01T03:45:28.704Z,100000,h,loss,3325
2025-11-01T03:45:44.344Z,2025-11-01T03:45:47.751Z,50000,h,loss,3407
2025-11-01T03:46:05.703Z,2025-11-01T03:46:09.281Z,50000,h,loss,3578
2025-11-01T03:46:25.852Z,2025-11-01T03:46:28.953Z,50000,h,loss,3101
2025-11-01T03:46:47.134Z,2025-11-01T03:46:50.727Z,50000,h,win,3593
2025-11-01T03:47:09.526Z,2025-11-01T03:47:12.674Z,100000,h,loss,3148
2025-11-01T03:47:32.328Z,2025-11-01T03:47:35.446Z,50000,h,loss,3118
2025-11-01T03:47:54.956Z,2025-11-01T03:47:58.494Z,50000,h,loss,3538
2025-11-01T03:48:18.437Z,2025-11-01T03:48:21.720Z,50000,h,loss,3283
2025-11-01T03:48:45.664Z,2025-11-01T03:48:49.036Z,50000,t,win,3372
2025-11-01T03:49:05.104Z,2025-11-01T03:49:08.377Z,100000,t,win,3273
2025-11-01T03:49:27.506Z,2025-11-01T03:49:30.802Z,50000,t,loss,3296
2025-11-01T03:49:47.950Z,2025-11-01T03:49:51.223Z,50000,t,loss,3273
2025-11-01T03:50:08.652Z,2025-11-01T03:50:12.540Z,50000,t,loss,3888
2025-11-01T03:50:31.056Z,2025-11-01T03:50:34.317Z,50000,t,win,3261
2025-11-01T03:50:52.111Z,2025-11-01T03:50:55.376Z,100000,t,win,3265
2025-11-01T03:51:12.567Z,2025-11-01T03:51:15.765Z,50000,t,loss,3198
2025-11-01T03:51:32.034Z,2025-11-01T03:51:35.770Z,50000,t,loss,3736
2025-11-01T03:51:55.582Z,2025-11-01T03:51:58.649Z,50000,t,win,3067
2025-11-01T03:52:16.946Z,2025-11-01T03:52:20.018Z,100000,t,win,3072
2025-11-01T03:52:37.519Z,2025-11-01T03:52:41.067Z,50000,t,win,3548
2025-11-01T03:52:58.356Z,2025-11-01T03:53:01.661Z,100000,t,win,3305
2025-11-01T03:53:19.482Z,2025-11-01T03:53:24.141Z,50000,t,win,4659
2025-11-01T03:53:42.383Z,2025-11-01T03:53:45.602Z,100000,t,loss,3219
2025-11-01T03:54:02.501Z,2025-11-01T03:54:05.834Z,50000,t,loss,3333
2025-11-01T03:54:24.895Z,2025-11-01T03:54:28.172Z,50000,t,loss,3277
2025-11-01T03:54:45.044Z,2025-11-01T03:54:48.450Z,50000,t,win,3406
2025-11-01T03:55:08.125Z,2025-11-01T03:55:13.075Z,100000,t,win,4950
2025-11-01T03:55:31.383Z,2025-11-01T03:55:34.455Z,50000,t,loss,3072
2025-11-01T03:57:34.694Z,2025-11-01T03:57:37.900Z,50000,h,win,3206
2025-11-01T03:57:54.895Z,2025-11-01T03:57:58.112Z,50000,h,win,3217
2025-11-01T03:58:15.814Z,2025-11-01T03:58:19.292Z,50000,h,win,3478
2025-11-01T03:58:35.354Z,2025-11-01T03:58:38.444Z,50000,h,loss,3090
2025-11-01T03:58:55.986Z,2025-11-01T03:58:59.288Z,50000,h,loss,3302
2025-11-01T03:59:17.840Z,2025-11-01T03:59:21.560Z,50000,h,loss,3720
2025-11-01T03:59:38.177Z,2025-11-01T03:59:41.296Z,50000,h,loss,3119
2025-11-01T03:59:58.414Z,2025-11-01T04:00:01.689Z,50000,h,loss,3275
2025-11-01T04:00:19.524Z,2025-11-01T04:00:24.218Z,50000,h,loss,4694
2025-11-01T04:00:43.777Z,2025-11-01T04:00:47.157Z,50000,h,loss,3380
2025-11-01T04:01:02.401Z,2025-11-01T04:01:07.508Z,50000,h,loss,5107
2025-11-01T04:01:27.133Z,2025-11-01T04:01:30.378Z,50000,h,loss,3245
2025-11-01T04:01:47.503Z,2025-11-01T04:01:50.608Z,50000,h,win,3105
2025-11-01T04:02:05.885Z,2025-11-01T04:02:09.031Z,50000,h,win,3146
2025-11-01T04:02:25.869Z,2025-11-01T04:02:30.822Z,50000,h,win,4953
2025-11-01T04:02:46.041Z,2025-11-01T04:02:49.221Z,50000,h,win,3180
2025-11-01T04:03:04.430Z,2025-11-01T04:03:07.549Z,50000,h,loss,3119
2025-11-01T04:03:29.753Z,2025-11-01T04:03:32.855Z,50000,h,loss,3102
2025-11-01T04:03:49.939Z,2025-11-01T04:03:54.331Z,50000,t,loss,4392
2025-11-01T04:04:13.120Z,2025-11-01T04:04:16.253Z,50000,h,win,3133
2025-11-01T04:04:34.081Z,2025-11-01T04:04:37.480Z,50000,t,loss,3399
2025-11-01T04:04:55.324Z,2025-11-01T04:04:58.456Z,50000,h,win,3132
2025-11-01T04:05:16.642Z,2025-11-01T04:05:20.070Z,50000,h,loss,3428
2025-11-01T04:05:36.139Z,2025-11-01T04:05:39.218Z,50000,t,win,3079
2025-11-01T04:05:59.171Z,2025-11-01T04:06:02.287Z,50000,h,loss,3116
2025-11-01T04:06:18.488Z,2025-11-01T04:06:21.829Z,50000,h,win,3341
2025-11-01T04:06:37.572Z,2025-11-01T04:06:40.722Z,50000,h,win,3150
2025-11-01T04:06:56.564Z,2025-11-01T04:06:59.760Z,50000,h,loss,3196
2025-11-01T04:07:18.724Z,2025-11-01T04:07:22.102Z,50000,t,win,3378
2025-11-01T04:08:09.480Z,2025-11-01T04:08:12.744Z,50000,h,loss,3264
